author,genre,link,name,rating,viewed
Headphones Samurai,"Yatoyaniwa,Action,Adventure,Comedy,Fantasy,Shounen,Supernatural","From MangaHelpers: After a god screws up and accidentally takes high schooler Shou's life, he offers him reincarnation with a gift to make up for it. Shou asks to retain all his old memories for the new life. Shou is reborn as Will, a noble's son in a world where magic use is common and involves knowledge of kanji characters. With all his memories, he's a brilliant toddler, and when he experiments with magic, he finds that he has an amazing talent for it! What's more, though he was smart but unloved in his old life, in his new life he has a mother and a father who both love him deeply. His future as Will is looking very bright!","Tenseishichatta Yo (Iya, Gomen)",4.54,"14,975,693"
Lizi Liz,Romance,"The 12 o’clock Cinderella summary is updating. Come visit MangaNato.com sometime to read the latest chapter of The 12 o’clock Cinderella. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",The 12 O’Clock Cinderella,4.1,"216,280"
Zhi Wu Ah,"Drama,Romance,School life,Shounen ai","Originally these two men who meets up always end up fighting, fated never to be friends, what kind of relationship would this start? A cold and proud elite young master faced with a radical rebellious teenager",We Are Not Friends,4.45,"72,957"
Yamamoto Souichirou,"School life,Shounen","The plot centers on the titular Tsubaki Kunoichi, the best student in her school, and a curiosity that she cannot reveal.",Kunoichi Tsubaki No Mune No Uchi,4.79,"1,548,984"
Yukino Miyu,"Amatsuwai,Action,Fantasy,Josei,Romance,Slice of life","Catriona Julie Grande, a marquis' daughter, was the Crown Prince’s fiancee. She was executed under false charges but went back in time. All she wanted was to live her life peacefully and prevent the same tragic fate from occurring again. But one day, the Prince appears in her life again and everything begins to fall apart. She has no idea what to do.","The Daughter Of The Marquis, Who Was Executed Under False Accusation, Wants To Spend A Peaceful Life In The Land Protected By God",4.55,"1,172,901"
卡比丘,"School life,Shounen ai,Webtoons","Song Yuanxun, an indifferent homophobic, matched with Fang Zhaomu, who he hates, on a dating app! Unexpectedly, he found out that Fang Zhaomu is clingier than he thought…",Social Temperature,4.5,"412,248"
Jae-Hoo Park,"Action,Adventure,Comedy,Fantasy,Martial arts,Romance","'Oh Ju-Yoon' is your typical, everyday part-timer. He dies to a coincidental accident, but because of his kindness, he is given another chance to live in a new and different world. However, his future is neither as a hero, nor mage... but a creature at the bottom of the food chain, 'Brick Worm', meeting an atrocious crisis?! Surreal events! An unexpected level up fantasy!",The Dungeon Master,2.5,"32,774,342"
Sengetsu Sakaki,"Action,Adventure,Fantasy,Romance",There was a mage called ‘The Lone Demon King’ at the frontier.,"Henkyou Gurashi No Maou, Tensei Shite Saikyou No Majutsushi Ni Naru",4.78,"8,442,936"
Sunao Minakata,"Kiki,Action,Adventure,Drama,Fantasy,Horror,Seinen,Slice of life,Yuri","""...It's fine if I want to live.""",Do You Think Someone Like You Could Defeat The Demon Lord?,4.73,"1,195,824"
Kazuno Fefu,"Adventure,Fantasy",I reincarnated as an evil god.,Isekai Apocalypse Mynoghra ~The Conquest Of The World Starts With The Civilization Of Ruin~,4.87,"5,497,670"
Ayu Inui,"Romance,Shoujo ai,Slice of life,Yuri","A heartwarming autobiographical comic offering a peek into the daily life of Inui Ayu and her girlfriend, Kon-san.","Today, We Continue Our Lives Together Under The Same Roof",4,"326,496"
Hiiragi Saki,"Kawada Akio,Action,Adult,Adventure,Ecchi,Harem,Romance,Smut","Egil, an S-rank adventurer who has lived hateful of ""slave"", falls in love with one slave at a slave auction he was forced to bring.","Uragirareta S Rank Boukensha No Ore Wa, Aisuru Dorei No Kanojora To Tomoni Dorei Dake No Harem Guild O Tsukuru",4.45,"5,989,321"
Yd / Like,"Adult,Mature,Mystery,Psychological,Smut,Tragedy,Webtoons,Yaoi,Manhwa","If life's a game, then Ah-in's always been a loser. Growing up in an orphanage left him poor and emotionally scarred, but now he's determined to bypass the rat race and get rich quick. In his job as a gay masseur, Ah-in has a unique selling point: he pretends to be blind, offering his wealthy, powerful clients total confidentiality. One such client is Seo Ilmo, a mystery novelist with a spotless reputation and a dangerous compulsion. And when Ah-in pays a visit to Mr. Seo's apartment for an appointment, a fatal game of cat and mouse begins. This time, however, Ah-in cannot afford to be the loser…
Editor's Comment :
This comic contains scenes of graphic sexual violence that some readers may find uncomfortable.
Notices:
this will be a collab between nanami and delicee!
please do support the author on lezhin",Blind Play,4.52,"1,063,077"
Pan Dimensional Culture,"Adventure,Fantasy,Historical,Romance,Webtoons","At a young age, she was a genius medical doctor who was imprisoned by her grandfather. But just as she managed to escape her shackles she met with misfortune and crossed over to another world. Now she’s the overbearing, yet good-for-nothing, eldest daughter within the Duke’s family. Everyone ridicules her for having no spirit familiar, and even her fiance takes joy in bullying her! But so what? I’ve got my accupuncture needles, so even if you’re on deaths door and begging me, I might not help you! And that man, don’t come near me! I may have saved your life, but I didn’t ask you to repay with your body!", Genius Doctor: Black Belly Miss,4.68,"3,953,361"
Ryu Ki-Woon,"Moon Jung-Hoo,Action,Adventure,Comedy,Historical,Martial arts,Shounen,Webtoons,Manhwa","A young man set forth to avenge his master, a once powerful martial artist who was betrayed by his own men and barely escaped with his life. Armed with his master's supreme martial art techniques, he is ready to bring terror and wreak havoc among the murim. But before he even got started, he learns that the ones who had betrayed his master are already dead... Erm, so what happens now?",Gosu,4.69,"32,558,260"
Tianhui Shenhua,"Fantasy,Historical,Romance","During her childhood, Liu Rushuang almost lost her life at the combined schemes of her father and head matriarch. Ten years later, she returns to plan her revenge holding the highest position in a well-known assassination organization by the name of 'Bloody Repose'. However, she is suddenly hounded by a tyrannical lord of some nation Han Moze. Will her revenge go off without a hitch? And what sort of thrilling story will she have with this tyrannical lord?",Bewitching Empress So Pampered By Her Tyrant,4.47,"922,720"
R. Merryweather,"Fantasy,Webtoons",A homosexual sorceror and a seductive priestess cross paths in an Online RPG.,Winter Moon,3.71,"7,072,887"
Yuusuke Shiba,"Kisetsu Morita,Adventure,Comedy,Fantasy,Slice of life","Very ordinary company OL (Office Lady), Azusa Aizawa, died from overwork.",I’Ve Been Killing Slimes For 300 Years And Maxed Out My Level,4.65,"6,979,449"
Ana,"Comedy,Drama,Romance,Slice of life,Smut,Yaoi,Manhwa","Hyuk is a happy-go-lucky college student who's dating the girl of his dreams. But there's one issue: when it's showtime in the bedroom, he gets massive performance anxiety. Desperate to keep his girlfriend, Hyuk works up the courage to go see a urologist. He prepares for the worst, but his first prostate exam actually feels…amazing?! Thanks to one smooth Dr. Han and his masterful hands, Hyuk is now on the path to recovery through regular massage sessions! How lucky of him to have found such an attentive doctor, one who'll even take him out for drinks to listen to his woes. But as the treatments unfold, Dr. Han has a way of slipping into Hyuk's mind, not just his bum…","Love Me, Doctor!",3.26,"2,251,767"
井绳,"Drama,Historical,Romance,Shounen ai","The top idol that was once a huge success has now fallen to the bottom, becoming the “canary” of the mysterious leader? But never thought that this dominating leader was actually his “illegal food”? I’ve seen how to get back to the top with the help of dominating fans! “I’m here to help you back up”",Rainbow Crown,4.54,"94,164"
Taguchi Shouichi,"Slice of life,Yuri","A deadline-plagued manga artist and her jobless senpai try their best to escape from the oppressiveness that is ""real life"".",Futari Escape,3.81,"779,331"
Takahashi Tetsuya,"Ecchi,Romance,School life,Yuri",Indonesian:,"Hatsukoi, Tokimeki Usuihon",3.92,"159,858"
Alpha Tart,Romance,"I make up my mind. If I can't be an empress here, I'll be an empress somewhere else. The popular web novel Remarried Empress is adapted to webtoon!",Remarried Empress,4.85,"9,391,009"
Youyu Huyu,"Action,Adventure,Comedy,Historical,Romance","The world's greatest sect's sect leader, Mo Shangchuan, failing to survive a robbery, was reincarnated into the body of a thrown-away child. And this child was actually black as heck! Yet, this wasn't bad enough. Even worse, they were taken by a Nine Schools' cultivator sect's most trash Daoist nun—— Yan Qin as her disciple. I, Mo Shangchuan, have never suffered such treatment. As I was regaining my former self's strength, a mysterious memory rushed into my head. It was actually about a star-crossed love between me and this trash master…","In Our Sect, I’M The Only One That’S Trash",3.48,"75,928"
Yomoyama Takahashi,"Action,Adventure,Ecchi,Horror,Shounen,Supernatural","Este protagonista, el más demónicamente fuerte exorcista. Akira exorcista de clase-S enviado de Alemania para investigar un suceso paranormal ocurrido en cierta ciudad de Japón. Dispára a las criaturas de otros mundos con tu compañero el precioso exorcista Chikage.",Tsui No Taimashi ―Ender Geisterー,4.81,"2,460,885"
Ogawa Yayoi,"Drama,Josei,Romance,Sports","From Serenus Dreamers: Michiru is a happy child who loves to skate. During her childhoood, she meets Leon, a cute innocent boy. They begin to ice dance together. But as she has a conflict with her mom, she plans to run away with Leon. Leon, considering the danger, declines Michiru. Hurt by this, Michiru runs away by herself. Finding out that Michiru has run away, Leon and others search for her, finding her in the skating rink. But the person who was standing in the rink no longer had the smile that old Michiru used to!?",Kiss & Never Cry,4.27,"454,526"
Kkochnilang,"Seong Hyeon,Drama,Fantasy,Gender bender,Romance,Webtoons","She has everything to prove. He must pretend to be another. In this Empire where everything is about appearance, she is the scapegoat for the whole people. Everyone believes she is cursed because of the color of her hair: black raven hair symbolizing the devil and his curse. Her opponent as Empress is her opposite and has silver hair. But in this world, appearances are very often misleading…","Silver Girl, Crow Girl",4.43,"628,333"
Suzukawa Rin,"Action,Adult,Comedy,School life,Seinen,Slice of life",A surreal gag manga featuring beautiful girls and games! A comedy manga of bishoujo and games that will keep you laughing!,Asobi Asobase,4.8,"3,406,893"
Kim Chon-Ji,"Drama,Fantasy,Romance","Even though right now, he’s only a college clinic’s temporary cook, Jung Dong’s dream is to be a chef. With just his one dream of becoming a chef, even though it’s hard, he’s still walking the windy path ahead of him. However… Du dun!! “I am your goddess, Charis.” This adorable being is a goddess?! One day, he heard a deity’s voice and Everything changed after he became her disciple!! Heartfelt made cooking, along with memorizing cute recipes! “Do cooking along with blessing heartfeltly!” Cooking filled with blessings for everyone!! Starting as a college clinic’s temporary cook, With the dream of working in a Michelin Guide Restaurant, And filled with sincerity, Jung Jung-Dong Will do it together with Charis’ blessing filled cooking, right?",The Chef Hides His Blessing,4.75,"967,654"
Eunrock,"Hemo,Adventure,Fantasy,Romance,Shoujo,Webtoons","The Holy Empire of Serife's saintess, Lily Stella. She was a holy existence that nobody dared to disrespect. But one day, she stopped hearing God's voice, and the Holy Empire of Serife fell to ruin. Lily Stella, who was thrown into a well by the hands of the enemy, cursed the God of Serife whom she served all her life with all her might. “Serife. If you're still listening to my voice, give me another opportunity. But if I die like this and return to your arms, I…” “I will tear you to pieces and eat you alive.” When she opened her eyes, wondering what happened, she had become Lily Stella of 17 years ago. She had returned as a 6 year old child… She threw away her past life's innocent self as the saintess. Deciding to become wicked, and to only live for herself.",A Poisonous Lily,4.51,"666,256"
Noh Hueda,"Drama,Fantasy,Romance","Somehow, before the appearance of the female lead, I became the male lead’s temporary wife. Since things had already turned out this way, I decided to try my very best. However… “It’s so fortunate that someone like you became Cedric’s partner.” “… I’ll admit it. It’s a fortune that you were the one to become his wife, Dylan.” “It’s such a fortunate chance that you were the one to become the Lady of the Brighton House.” … I think I did too much of a good job. When Cedric’s destined partner arrives, I will have to leave. What should I do? To someone like that, Cedric had said this. “Would you have ever thought that the one I would fall in love with would be you?” …Would you still say the same to me after the real female lead, Adeline, makes her appearance?",Is It A Fortune Or Is It A Woe?,4.86,"4,916,980"
Shio Usui,"Comedy,Drama,Romance,Shoujo ai,Yuri","Crescent Moon and Doughnuts summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Crescent Moon and Doughnuts. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Crescent Moon And Doughnuts,4.52,"571,921"
이늬,Romance,"When I opened my eyes, I was in a different world. I had become the game’s villainous princess who was feared by all. Not to mention… Completely naked men I didn’t even know were approaching me left and right! “Are you cold? Shall I warm you up with a hug?” “Oh? Have you not had enough yet?” Seriously, what’s up with this situation? And just how the hell am I going to get out of this freaking game?!",It Looks Like I’Ve Fallen Into The World Of A Reverse Harem Game,4.69,"3,648,710"
Fly,"Kennoji,Drama,Romance,School life,Seinen,Slice of life","Fushimi Hina is the most universally recognized S-class beauty in the school. She is a childhood friend of Ryo, but they hardly spoke to each other from junior high school, but one thing leads them to talk to each other again.","When I Rescued A Beautiful Girl Who Was About To Be Mol*sted, It Was My Childhood Friend Sitting Next To Me",4.71,"2,724,816"
Kuruwa Aki,"Josei,Romance,Smut","Patissier Haruka decides to make a secret contract with Kazutaka Suo, a member of the yakuza Suo group who is a regular at her store, to repay the debt of the store she inherited.",Yakuza No Gokkan Choukyou,3.89,"866,893"
Seol Isu,"Drama,Fantasy,Romance,Shoujo",I reincarnated into a romance fantasy novel written 10 years ago.,Villainess Maker,4.76,"4,663,831"
유폴히,"Comedy,Drama,Fantasy,Historical,Mystery,Romance,Shoujo","She wrote a letter there, at an antique storage box of books that I got by a mere chance, and a reply came back.","Answer Me, My Prince",4.86,"838,898"
Zhiyin Animation,"Action,Fantasy,Martial arts,Shounen,Manhua",Original Webtoon,Micah,2.38,"2,147,904"
Aida Iro,"Comedy,Drama,School life,Shounen,Supernatural","""Hanako-san, Hanako-san...are you there?""",Jibaku Shounen Hanako-Kun,4.75,"20,862,447"
Takao Yori,"Comedy,Ecchi,Gender bender,Romance,Smut","Nyotaika Yankee Gakuen ☆ Ore no Hajimete, Nerawaretemasu. summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Nyotaika Yankee Gakuen ☆ Ore no Hajimete, Nerawaretemasu.. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.","Nyotaika Yankee Gakuen ☆ Ore No Hajimete, Nerawaretemasu.",4.35,"3,375,829"
Oshikawa Ii,"Action,Comedy,Fantasy,Romance,Shoujo","High school freshman, Aoi Rio, has a secret that can't be told to anyone. He actually watches ""Magical Girls"" anime!",No Match For Aoi-Kun,4.57,"452,805"
Iqiyi Comics,"Fantasy,Romance","“I can’t afford a coffin so I got you a box,” a boy murmured to the wind, tears dried and eyes empty. Staring at the box carrying the dead baby girl sinking into the Holy River, the boy couldn’t bear it anymore: “no! Let me see you one last time!” Jumped into the Holy River, the boy mistakenly took another box, in which there was also a baby girl, alive, breathing, crying! “Is God giving me another sister to pity me,” the boy wiped out tears, “poor girl, you’ll be my sister from now on…” Yet, little did these two knew they were just pawns in someone’s game….",Black Queen,4.83,"324,344"
Aoyagi Takao,"Hochi,Adventure,Ecchi,Fantasy,Romance,Shounen,Smut","Leon is a failed red mage who constantly fails class changes - as a result, he acts as a support for his adventuring team, Wolf Fang Sword. Eventually, as all narou series do, he is fired from the party for not being strong enough.",Hazure Akamadoushi Ha Kenjyatime Ni Musou Suru,4.56,"1,655,630"
Takagi Shigeyoshi,"Action,Adult,Comedy,Cooking,Drama,Romance,School life,Shoujo","Even though her body has an unusual ability, Kunimi Riko is still (trying to be) a normal high school girl. One day, a guy suddenly comes to see her. He”s Tachibana Ran, the heir of the world-leading super-millionaire Tachibana family! A high tension romance between Ran, who suddenly proposed, and Riko, who turned him down.Extra:- Jigoku Kokyuu no Hitsuyou (Vol.1)Kiyoharu was trying to nap when a girl kissed him because she thought he was dead. He later learns that Touko, the girl, is always kissing someone in response to not being able to breathe and feeling suffocated.- Fureru Ondo (Vol.2)Kashuu hates being touched because of his past experiences. He will only let Sayuri-sensei, the biology teacher, treat his wounds. To him, Sayuri-sensei's touch is precise and practical without bring up bad memories",Hana Ni Arashi,4.36,"2,214,517"
Seulbi,"Domag,Fantasy,Romance,Shoujo,Webtoons","I thought I was dead, but when I woke up, I was reincarnated as a nobleman's daughter?! The only thing I did in the seventeen years of my first life was studying. Now that I'm alive again, I won't live just to study! The second life of an ordinary middle school girl with a slightly strange personality, Jean, begins an unstoppable journey on this continent!",The Golden Haired Wizard,4.67,"2,725,870"
Sogano Shachi,"[Add],Action,Adventure,Drama,Ecchi,Fantasy,Harem,Mature,Romance,Slice of life,Smut","A man was about to commit suicide and decides to search for a way to die in the internet, but then he found an odd site that asked a lot of questions and had a point based system that allows you to create skills and abilities for a character. He took interest in it and when he finished setting his character he was asked ""You will now be transported to a world with the settings you choose, coming back is not possible, do you still accept?"", Then without thinking much of it he pressed YES and found himself in another world with the skills and abilities he chose to have. http://ncode.syosetu.com/n4259s/",Isekai Meikyuu De Harem O (Novel),3.83,"2,301,612"
Ye Shi,"Shounen,Yuri",,Universe’S Most Jealous Goddess,4.49,"193,920"
一夏+南易,"Action,Adventure,Comedy,Fantasy,Romance","A weird ” Blue Rain' , started falling on male lead [An Mu]'s city, resulting in many people to be unable to sleep well, after getting to know that a organization “Qing” will enter the dreams of people that have been unable to sleep well, and kill monsters, male lead [ An Mu ] decided to join the organization and kill those monsters to level up and become strong, his only motive – is to save his crush's dream",Knight In Rain,3.83,"64,026"
Kyouchikutou,"Historical,Shounen,Slice of life,Supernatural","One fateful day, a girl time slipped into the Sengoku Era.",Sengoku Komachi Kurou Tan!,4.86,"3,902,065"
Updating,"Action,Fantasy,Psychological,Romance,Seinen,Slice of life,Webtoons,Manhwa","Age 41, Oh Joong Seok. A man who did all kinds of misdeeds and put his life on the line for the organisation to gain the highest position. But who knew the end of his life would be so miserable… Joong Seok’s ‘virtuous living’ project starts now, one by one.",Second Life Of A Gangster,4.28,"4,502,535"
Jaerim,"Comedy,Drama,Romance",The romance between famous K-pop star Hoo Joon and his official anti-fan reporter Lee Geun-Young who end up cohabitating?,So I Married An Anti-Fan,4.42,"2,230,916"
Amarylia,"Drama,Romance,Slice of life,Yaoi","Ha Joyoon, a reporter for TPA Communications—a foreign news agency—has been in a coma for five years after being involved in an accident in a civil war area. Miraculously, he returns home and visits his ex-lover, but he was already with someone else... They were friends since birth, and lovers after they grew up. A man who has never thought about breaking up with his lover and did not picture himself with someone else in his life, found said lover with someone other than him. The world blames all the consequences on his selfishness and irresponsibility. It took time and different ways to break up, but Ha Jo-yoon, who never experienced such a thing, falls helplessly and clings to an old lover who is trying to forget him. But then, another man came to his life. This new man doesn't need affections, he just enjoys carnal desires. It is the first time Ha Joyoon experiences separation and responsibility regarding love in his thirty-year life",Ways Of Parting,4.19,"721,641"
Akino Sora,"Comedy,Ecchi,Romance,School life,Shounen,Slice of life",Sakurai-san is reminiscent. I'm entangled with me and I'm watching this when I notice it. And I always turn my happy face at that time. But if you're serious and like me ... A battle of love while being disturbed by girls' gestures!,Sakurai-San Wants To Be Noticed,4.85,"2,166,249"
Voltage / Mika Sakurano,"Drama,Josei,Romance","Ayumi Komatsu works seriously trying move up at a major advertising agency, until one night at a company party she drank too much and woke up without memory in a mysterious stranger's bed!
A popular story from the game ""Irresistible Mistakes (Love365)"" adapted for manga!",Ano Yoru Kara Kimi Ni Koishiteta,4.15,"307,755"
Daon Creative,"Fantasy,Historical,Romance","On her way back home late one night, office worker Sophie stumbles into another world where she’s a princess?! Well that’s what Alan, prince of the Lapis Kingdom, says. To return to her world she must fulfill the prophecy and help Alan become king. Sophie agrees but…amidst a war for the crown, can she survive?",Surviving As The Prince's Fiancée,3.84,"936,660"
Ayapan,Shoujo,"Mizuha is in a one sided love with a college student named Ren. Mizuha's whole world revolves around him until she meets a guy named Chiaki who sits next to her and is a pudding loving weirdo, who freaks out if you insult pudding.",Sweet Bitter,4.58,"630,477"
Golae,"Milcha,Comedy,Fantasy,Mystery,Romance,Shoujo,Manhwa,Isekai",,The Reason Why Raeliana Ended Up At The Duke’S Mansion,4.54,"40,558,805"
Can Can,"Xiatian Dao,Comedy,Gender bender,Romance,School life,Shoujo,Slice of life,Webtoons","Xiao Man, the beloved heir to the north area's martial arts club, suddenly decides to transfer to a south area high school to pursue ""him"". However, on her first day as a transfer student, everyone –including the teachers– mistakes her for a male delinquent. How will she get the boy she likes to see her as a love interest instead of a ""buddy""? Adventure into the life of Xiao Man!",The Tyrant Falls In Love (Can Can),4.25,"1,710,358"
Yoshigae Tamaki,"Niwa Rythym,Action,Adventure,Comedy,Fantasy,Shounen","Due to an accident, the protagonist Varius died and was reincarnated. He was shocked to find in this new world, his former job as a Tamer in the previous world was acknowledged as a low class job in this new world.",The Useless Tamer Will Turn Into The Top Unconsciously By My Previous Life Knowledge,4.76,"2,424,435"
Buncololi,"Naoyasu Orizuki,Action,Adult,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Smut","Tanaka is a middle-aged man with a face only a mother could love and a personality that no mother could love. After dying from an accident, a god sends him to another world where he has healing magic.<br><br>Join Tanaka as he goes around ogling beautiful women and then watching them get fucked by men other than him. This is a new manga version of the LN isekai series of the same name, so if you read the first series you sure as shit know what’s going to happen.",Tanaka ~Nenrei Equal Kanojo Inaireki No Mahoutsukai~,3.42,"2,613,165"
Seiichi Shiki,"Comedy,Romance,School life,Shounen,Slice of life","The story of Kuno Chiyo, a tsundere with the power to see the future, and her friend Ishida who likes her.",Kuno Chiyo The Precog,4.86,"3,926,819"
Mori Kaoru,"Comedy,Drama,Historical,Romance,Seinen,Slice of life","From Yen Press: Acclaimed creator Kaoru Mori (Emma, Shirley) brings the nineteenth-century Silk Road to lavish life, chronicling the story of Amira Halgal, a young woman from a nomadic tribe betrothed to a twelve-year-old boy eight years her junior. Coping with cultural differences, blossoming feelings for her new husband, and expectations from both her adoptive and birth families, Amira strives to find her role as she settles into a new life and a new home in a society quick to define that role for her.",Otoyomegatari,4.45,"6,135,480"
Misora Riku,"Nishida Takuya,Action,Shounen,Sports","Tokonatsu Taichi took the summer Koshien by the storm as a sensational ace pitcher, with a full arsenal of pitches including a 98 mph fastball. But on the way home from the game, the team bus suffered a tragic accident and Tokonatsu Taichi lost his life... Only to be transported to a new world where all international conflicts are resolved by a game of baseball. Unfortunately, the country he landed in was the weakest, and had seen gradual loss of its resources and people to neighboring countries. Can Taichi turn their fortunes around?","In Another World Where Baseball Is War, A High School Ace Player Will Save A Weak Nation",4.7,"1,404,675"
You Lu Wen Hua,"Drama,Romance,Shoujo,Manhua","Yu Huo Du Ni summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Yu Huo Du Ni. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Yu Huo Du Ni,4.74,"4,404,466"
Sunohara Fuuka,"Comedy,Romance,School life,Seinen,Slice of life","The story of Yugami Maiko, a girl with a fetish for teeth, and Hizumi Ryuuji, a guy who hates his teeth.",Fukanzen De Fueisei De Fushidara,4.47,"278,410"
Lyu,"Action,Fantasy,Psychological,Shounen,Webtoons","Lee Kyung Ho’s mind was engulfed with ending his life due to bullying and the loss of his mother. He attempts to, but is saved. His determination to commit suicide somehow entices Sierra, a grim reaper who later offers him a contract. This contract blesses him with the ability to borrow the powers of the dead in their previous life in return of sacrificing years from his lifespan. For the sake of attaining what he wishes for, he eventually agrees to it.",The Boy Of Death,4.61,"4,970,283"
Kneesock Lolice,"Adventure,Drama,Ecchi,Fantasy,Harem,Shounen,Smut","When Kirishima Ran and his classmates were transported to another world they each received an ability. However the ability he received, [Sexual Lunatic], has caused nothing but trouble for him. His ability allows him to make any girl he comes in contact with his slave. Because of his ability, his classmates have shunned him and forced him to separate from them. With the fires of revenge burning inside his heart, Kirishima decides to overtake the class from the shadows. One by one he turns his classmates into slaves and fill his desires.","Class Teni De Ore Dake Haburaretara, Doukyuu Harem Tsukuru Koto Ni Shita",4.23,"5,317,824"
Iciyuan,"Action,Fantasy,Harem,Historical,Romance,Shounen","The heroine who died due to injustice was reborn, planning the start of her revenge, to grow and mature, to encourage and nurture love in her life this time round. Come little cuties, you're all welcome to witness this~",Vicious Beauty,4.43,"203,360"
Maho Okino,"Kazeyama,Action,Adventure,Comedy,Fantasy,Harem,Romance,Shounen","Kein, a middle-aged adventurer, who while in the middle of herb gathering, found a rare item [Resurrection fruit].<br><br>Kein thought about selling it and turned it into money, but he met a girl seeking medicine to save her companion’s life.<br><br>She looked like Altena, his childhood friend who already died, he gave it in exchange for small change.<br><br>Actually, the girl was the strongest adventurer Anastrea, people called her the sword princess. The next day, Kein suddenly got an invitation to join an S rank party, beat down the strongest and the worst monster, miraculously gain lots of money, and finally get confessed by a 20 years old saint.<br><br>Kein’s simple life will change completely because of his encounter with Anastrea.",Good Deeds Of Kane Of Old Guy,4.72,"5,488,143"
Jimmy,"Adventure,Comedy,Fantasy,Historical,Mystery,Romance,Supernatural","""HyeonRyeong"" lives inbetween the world of the living and the world of the dead because his heart got switched with ""Gwi-Ho"". When HyeonRyeong's village is hit with a string of mysterious murders, a powerful and mysterious shaman-girl named ""GabJin"" shows up. When HyeonRyeong's demonization speeds up, he and GabJin set off on a journey to find Gwi-Ho in order to turn him back into a human. (Source: Hour of Lunacy)
 
The Red Night Inn / The Red Night Spirit / The Seal of the Red Night / The Stamp Seal of the Red Night / 붉은 밤의 각인",Exchanged Heart,3.55,"10,063"
Gyogyo Park,"Comedy,Drama,Romance,School life,Shoujo,Supernatural,Webtoons","Because of a misunderstanding 8 years ago, Jung Da-ae and Lee Han-eol are mortal enemies. To make things worse, their siblings get married making these two in-laws! But then the bride and groom are killed in an unfortunate accident. In a moment of mourning and arguing in the middle of the road, Jung Da-ae and Lee Han-eol are hit by a truck, killed and transported back to when they were in high school! Is this their chance to fix everything?!","Goodbye, In-Law",4.67,"3,111,466"
Sora Hoonoki,"Nana Otori,Action,Drama,Fantasy,Martial arts,Romance,Shoujo","The engagement between Scarlet, a noblewoman from a ducal family and the Second Prince Kyle was suddenly annulled during the ball.<br><br>She had been falsely accused of harassing a girl called Terenezza, daughter to a baron, whom the Prince doted on heavily.<br><br>Condemned by everyone around her, forced to burden all manner of crimes, she finally decided enough was enough.<br><br>“Before I leave here, may I ask for one final thing?”<br><br>As the crowd threw their boos and jeers, and that good looking guy flung his insults──<br><br>Her palm spun like a drill and the ballroom floor was stained with blood.",May I Ask For One Final Thing?,4.47,"5,236,432"
Shimotsuki Hyouka,"Samahara,Action,Adventure,Comedy,Fantasy,Harem",Shinomiya-san was reincarnated to a noble family after being hit by a truck. On his 10th birthday it was found out that he didn't have any skill so he was kicked out of the house.,Shoki Skill Ga Benri Sugite Isekai Seikatsu Ga Tanoshisugiru!,4.75,"2,270,896"
Tetta Enji,"Hamuo,Action,Adventure,Comedy,Fantasy,Shounen","""Will you be summoned to the world of a never-ending game?"" One day, I was looking for a new game, when I suddenly saw that ad. After choosing the most difficult mode of the game, ""hell mode"", I was suddenly reincarnated into a new world as a farmhand.  As a boy named Allen, I started my journey in another world with the highest difficulty, overcoming all challenges to achieve the greatest title of the game ""Summoner"" .----- The 1st rank promising novel in the magazine ""Let's become a writer"", an extremely anticipated story.",Hell Mode: Yarikomi Suki No Gamer Wa Hai Settei No Isekai De Musou Suru,4.83,"3,036,526"
Sogano Shachi,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,Shounen","A man was about to commit suicide and decides to search for a way to die in the internet, but then he found an odd site that asked a lot of questions and had a point based system that allows you to create skills and abilities for a character. He took interest in it and when he finished setting his character he was asked ""You will now be transported to a world with the settings you choose, coming back is not possible, do you still accept?"", Then without thinking much of it he pressed YES and found himself in another world with the skills and abilities he chose to have.",Isekai Meikyuu De Harem O,4.77,"42,414,113"
Ariki Eiko,"Drama,Mature,Yaoi","If sensei won't come, you'll become my partner.
In order to get revenge for his cornered-into-suicide father and his dead mother, after 5 years, Akira finally becomes the lover of the congressman who was behind it. But his motive's suspected by the private secretary, Hirose.
That night, when he heads toward the hotel to meet the congressman, Hirose's there instead... For revenge, Akira seduces Hirose into bed but, in spite of himself, starts shedding tears. Then he's gently kissed by Hirose, who sees everything...?",Underskin,4.05,"99,110"
Minami Katsuhisa,"Action,Comedy,Drama,Romance,Seinen","A fabled genius at killing resides somewhere hidden in Osaka. Taught since childhood to obey the orders of his boss, he is ordered to live in Osaka as a normal person for one year in order for the boss to lay low.",The Fable,4.82,"8,086,237"
